,Player,Age,FW,MF,DF,GK,Salary
1987,k.ochen,28,0,0,1,0,8291914.542
1988,l.ricci,32,0,0,1,0,273430.1743
1989,o.oketcho,22,0,0,1,0,594001.3964
1990,v.mugala,29,0,0,1,0,4286682.203
1991,l.fung,22,1,0,1,0,6953784.072
1992,v.rubio,30,1,0,1,0,2220464.551
1993,d.fischer,34,1,0,0,0,6224323.736
1994,w.sardar,22,1,0,0,0,3115337.92
1995,r.najafi,33,1,0,0,0,8549675.066
1996,b.mtonga,27,1,1,0,0,3725437.406
1997,c.ajidiru,24,1,1,0,0,9519955.48
1998,h.oravec,19,1,1,0,0,9069460.643
1999,z.nakiwala,23,1,1,0,0,8330069.075
2000,g.eng,26,1,1,0,0,9342035.701
2001,k.kravchenko,25,0,0,0,1,8658044.854
2002,q.konig,23,0,0,0,1,5974373.274
2003,b.kaonga,21,0,1,0,0,4032932.025
2004,z.johansen,30,0,1,0,0,5346478.129
2005,w.mahato,31,0,1,0,0,7155579.439
2006,d.magala,26,0,1,0,0,4892562.278
2007,i.benedetti,21,0,1,0,0,8718486.433
2008,f.binzakaria,25,1,1,0,0,2010704.325
2009,k.ferrari,20,0,0,1,0,5440952.366
2010,c.roux,33,0,0,1,0,9840406.616
2011,d.ngo,30,0,0,1,0,6280081.252
2012,n.turyasingura,30,0,0,1,0,562081.9132
2013,o.mohammad,22,0,0,1,0,4265367.559
2014,r.tsao,25,0,0,1,0,4490298.213
2015,d.valentini,31,0,1,1,0,2245028.624
2016,i.ochola,19,0,1,1,0,5473820.723
2017,k.kastelic,30,0,1,1,0,8378712.307
2018,l.bogere,28,1,0,0,0,9211307.165
2019,m.twinomugisha,19,1,0,0,0,1744497.692
2020,m.nakyejwe,22,1,0,0,0,4884680.923
2021,l.grasso,22,1,1,0,0,5939507.535
2022,v.sserugo,24,1,1,0,0,5406872.336
2023,c.shevchenko,30,0,0,0,1,8564155.633
2024,g.rossi,25,0,0,0,1,1724894.491
2025,r.amash,22,0,0,0,1,7819886.306
2026,r.ayikoru,21,0,1,0,0,3114583.265
2027,d.law,28,0,1,0,0,1669551.585
2028,f.ainembabazi,22,0,1,0,0,6368953.85
2029,j.mugenyi,24,0,1,0,0,6678903.486
2030,m.korugyendo,28,0,1,0,0,8248401.358
2031,r.kabuye,31,0,1,0,0,633874.6881
2032,h.shuaibu,23,0,1,1,0,8123853.524
2033,j.binhashim,22,0,1,1,0,6360389.728
2034,w.daan,24,1,1,0,0,4577392.862
2035,u.oyella,32,1,1,0,0,1139778.295
2036,m.naluwooza,22,1,1,0,0,9952763.167
2037,v.abu,26,1,1,0,0,355046.1554
2038,t.sinaga,23,1,1,0,0,6127556.05
2039,e.odeke,20,0,0,1,0,2759643.227
2040,j.ayebare,25,0,0,1,0,9481528.623
2041,l.wilson,24,0,0,1,0,7933124.068
2042,m.lunkuse,19,0,0,1,0,5608139.465
2043,c.busingye,25,0,0,1,0,6164632.547
2044,m.takata,20,0,0,1,0,8135864.595
2045,a.nilsen,32,0,0,1,0,9835477.517
2046,v.nazziwa,30,0,0,1,0,1482617.993
2047,z.acidri,22,0,0,1,0,9310491.871
2048,z.madsen,20,0,0,1,0,4140173.276
2049,i.hsieh,27,0,1,1,0,4120103.391
2050,o.aboagye,28,1,0,0,0,7466728.182
2051,p.peh,22,1,0,0,0,9636568.277
2052,i.stoica,32,1,0,0,0,1252848.997
2053,m.mansouri,21,1,0,0,0,9162251.035
2054,k.binali,16,1,0,1,0,8761426.703
2055,l.ndyanabo,32,1,1,0,0,7443491.901
2056,p.susanto,26,1,1,0,0,356946.4498
2057,u.nafula,28,1,1,0,0,2285045.859
2058,w.abeja,27,0,0,0,1,3977815.478
2059,g.kyobutungi,30,0,0,0,1,5725353.839
2060,h.gaillard,22,0,1,0,0,6653242.107
2061,m.opoku,22,0,1,0,0,421761.0712
2062,y.mukisa,31,0,1,0,0,9884017.761
2063,i.babirye,21,0,1,0,0,4134908.156
2064,x.nankya,19,0,1,0,0,7616535
2065,z.gholami,31,0,1,0,0,3482642.065
2066,w.doyle,32,0,1,0,0,2473976.28
2067,d.egger,31,0,0,1,0,8411628
2068,j.zacarias,24,0,0,1,0,7450701.565
2069,n.more,28,0,0,1,0,6938335.224
2070,n.nassiri,21,0,0,1,0,4384358.806
2071,k.awuah,29,0,0,1,0,4984882.959
2072,k.kastelic,30,0,0,1,0,1479586.751
2073,v.caputo,31,0,0,1,0,6046045.918
2074,o.balog,27,0,0,1,0,903849.3541
2075,j.ko,27,0,0,1,0,8592209.87
2076,h.chevalier,31,0,1,1,0,6088234.779
2077,m.banda,28,1,0,0,0,5959386.715
2078,e.thembo,30,1,0,0,0,3292949.112
2079,r.giordano,37,1,0,0,0,7857633.176
2080,t.tushemereirwe,32,1,0,0,0,2543979.442
2081,t.jiu,32,1,1,0,0,1376143.51
2082,x.rana,19,1,1,0,0,2293787.421
2083,b.brandt,26,0,0,0,1,726998.845
2084,p.tsan,30,0,1,0,0,7055696.227
2085,k.santos,23,0,1,0,0,9288980.57
2086,e.majawa,22,0,1,0,0,4411561.292
2087,x.attias,32,0,1,0,0,4231175.478
2088,h.gomo,23,0,1,0,0,3889158.429
2089,a.murata,29,0,1,0,0,6306594.862
2090,j.chi,33,0,1,0,0,8967000.01
2091,p.nakimera,25,0,1,0,0,7930212.781
2092,b.fabbri,23,0,1,0,0,8120592.702
2093,q.naturinda,24,0,1,0,0,3332418.836
2094,b.nemeth,23,0,1,1,0,6590742.856
2095,g.nalwoga,29,0,1,1,0,4561304.488
2096,i.basemera,21,0,1,1,0,8685684.982
2097,o.okamoto,22,0,0,1,0,7700429.427
2098,y.kasozi,25,0,0,1,0,6731187.834
2099,c.nakitto,33,0,0,1,0,5677757.368
2100,d.hara,25,0,0,1,0,6521369.764
2101,h.lo,25,0,0,1,0,8065019.588
2102,i.tng,22,0,0,1,0,3004923.315
2103,l.adikini,27,0,0,1,0,344574.0222
2104,p.halvorsen,18,0,0,1,0,2478290.122
2105,r.orlando,21,0,0,1,0,3740925.434
2106,z.knezevi,27,1,0,0,0,2980185.558
2107,o.zen,19,1,0,0,0,3642281.545
2108,k.lowe,19,1,0,1,0,5132870.606
2109,b.male,22,1,1,0,0,2338677.251
2110,o.rodrigues,27,1,1,0,0,3751297.828
2111,u.nyakaisiki,17,1,1,0,0,5392680.903
2112,g.nalukwago,24,1,1,0,0,3484840.897
2113,i.ajiko,24,0,0,0,1,9364333.139
2114,k.sagal,35,0,0,0,1,7238552.046
2115,a.johannessen,29,0,1,0,0,2971472.587
2116,d.mulumba,22,0,1,0,0,4311765.866
2117,g.berger,33,0,1,0,0,9603796.362
2118,k.kabonesa,20,0,1,0,0,1749583.673
2119,o.szilagyi,23,0,1,0,0,8800085.449
2120,z.zau,24,0,1,0,0,4675378.74
2121,h.david,20,0,1,0,0,2028454.339
2122,g.leone,22,0,1,1,0,9956884.611
2123,s.gutierrez,19,1,1,0,0,6897702.607
2124,a.lalam,25,0,0,1,0,6771445.014
2125,j.zacarias,24,0,0,1,0,8579079.587
2126,c.benhamou,24,0,0,1,0,9217667.755
2127,d.kalnis,30,0,0,1,0,6032670.429
2128,k.awuah,29,0,0,1,0,4778555.165
2129,k.owiny,22,0,0,1,0,2292485.746
2130,o.akia,27,0,0,1,0,6099758.333
2131,r.koch,29,0,0,1,0,2601922.83
2132,v.chimwaza,32,0,0,1,0,7749041.432
2133,y.okori,30,0,0,1,0,224507.1482
2134,h.chakraborty,30,0,0,1,0,9823611.541
2135,q.lange,22,0,1,1,0,6916012.287
2136,d.adebayo,22,1,0,0,0,1267438.515
2137,o.manhica,28,1,0,0,0,4177375.028
2138,q.salehi,30,1,0,0,0,7595894.848
2139,j.taylor,32,1,1,0,0,2283550.485
2140,k.nkhoma,23,0,0,0,1,212402.3753
2141,r.martino,28,0,0,0,1,9077110.267
2142,l.nangiro,24,0,1,0,0,3535234.361
2143,c.attias,26,0,1,0,0,9750954.488
2144,e.hayati,25,0,1,0,0,5108795.493
2145,f.bintisulaiman,21,0,1,0,0,3377318.002
2146,w.ross,17,0,1,0,0,5733185.61
2147,y.nakimbugwe,28,0,1,0,0,8247049.213
2148,v.fernandez,27,0,1,0,0,9664316.632
2149,o.visser,26,0,1,0,0,6957637.761
2150,u.wahyudi,20,0,1,0,0,1978773.414
2151,u.nasser,27,1,1,0,0,5679115.642
2152,c.vazquez,21,1,1,0,0,2709344.308
2153,o.seah,24,0,0,1,0,1464227.058
2154,v.andersson,26,0,0,1,0,4421051.875
2155,c.pavlovi,21,0,0,1,0,4067684.644
2156,m.kayesu,31,0,0,1,0,8267688.555
2157,a.richard,33,0,0,1,0,9459943.313
2158,d.huda,29,0,0,1,0,692031.296
2159,n.quinn,23,0,0,1,0,6647964.59
2160,r.morin,27,0,0,1,0,9191436.556
2161,y.sen,31,1,0,0,0,4986878.634
2162,s.costa,18,1,0,0,0,2920781.741
2163,j.atuhairwe,25,1,0,0,0,9959644.609
2164,c.neri,23,1,0,0,0,6985987.509
2165,f.claes,21,1,0,0,0,929043.8914
2166,q.ariko,30,1,1,0,0,9428118.25
2167,m.knezevi,19,1,1,0,0,1180472.601
2168,d.ocokoru,27,1,1,0,0,4024004.798
2169,p.villa,19,1,1,0,0,8449792.376
2170,n.utami,28,1,1,0,0,8578025.876
2171,n.kyohirwe,26,0,0,0,1,3933121.695
2172,y.ruggiero,27,0,0,0,1,5660858.248
2173,y.nagudi,29,0,1,0,0,9270934.936
2174,t.cortez,21,0,1,0,0,1723530.347
2175,e.okurut,27,0,1,0,0,4999237.82
2176,c.nangobi,33,0,1,0,0,5069477.22
2177,n.namwanje,28,0,1,0,0,8426546.319
2178,g.yunusa,28,1,1,0,0,2691019.859
2179,u.kazloski,24,0,0,1,0,8938186.437
2180,a.ndawula,23,0,0,1,0,2785794.636
2181,m.mulondo,25,0,0,1,0,2281916.041
2182,t.ssekyanzi,22,0,0,1,0,1239132.127
2183,c.akidi,22,0,0,1,0,7381701.738
2184,d.agyeman,28,0,0,1,0,3240501.593
2185,i.murakami,20,0,0,1,0,4965278.476
2186,o.heng,15,0,0,1,0,4104784.123
2187,q.rosenberg,27,0,0,1,0,2937606.99
2188,t.mutero,37,0,0,1,0,8083138.805
2189,c.wanyama,27,0,0,1,0,8229610.635
2190,b.yang,28,1,0,0,0,2151697.353
2191,l.costa,31,1,1,0,0,2265848.354
2192,u.okidi,26,1,1,0,0,8042301.062
2193,y.hodzi,26,1,1,0,0,7510339.698
2194,g.nakasi,20,1,1,0,0,544422.7899
2195,c.edema,34,0,0,0,1,752823.5123
2196,e.asienzo,23,0,0,0,1,1805455.191
2197,t.namuddu,31,0,0,0,1,8982140.658
2198,j.purba,26,0,1,0,0,3642080.243
2199,a.aubert,14,0,1,0,0,3292811.343
2200,k.nandera,30,0,1,0,0,4486846.911
2201,m.madsen,23,0,1,0,0,3266489.984
2202,a.said,32,0,1,0,0,4552559.83
2203,c.jao,27,0,1,0,0,4801794.229
2204,j.bauri,35,0,1,0,0,989029.9655
2205,y.raut,23,0,1,0,0,4652648.29
2206,e.rossetti,28,1,1,0,0,4351641.661
2207,x.kyosimire,28,1,1,0,0,1540458.311
2208,t.mendes,18,1,1,0,0,742405.1596
2209,b.chau,31,1,1,0,0,9264844.348
2210,n.brouwer,30,1,1,0,0,4903301.862
2211,f.taruvinga,27,0,0,1,0,1170040.609
2212,i.beh,24,0,0,1,0,4750634.473
2213,s.nansamba,27,0,0,1,0,1949247.922
2214,a.hudak,28,0,0,1,0,8876720.448
2215,a.tio,32,0,0,1,0,3277380.914
2216,c.lunyolo,23,0,0,1,0,6578413.727
2217,h.gumisiriza,29,0,0,1,0,956467.1548
2218,u.businge,26,0,0,1,0,3666805.256
2219,u.ilves,34,0,0,1,0,6067564.492
2220,k.akullo,31,0,1,1,0,1816599.059
2221,f.adriko,35,1,0,0,0,1376142.874
2222,f.jee,29,1,0,0,0,6338623.696
2223,r.nuwagaba,29,1,0,0,0,4635701.884
2224,t.sommer,29,1,0,0,0,5522816.895
2225,l.sakurai,30,0,0,0,1,3681069.705
2226,m.murmu,27,0,0,0,1,2404404.058
2227,a.kuloba,33,0,1,0,0,5644830.87
2228,m.wandera,26,0,1,0,0,466936.7319
2229,j.kyasimire,25,0,1,0,0,2867008.55
2230,e.aisah,22,0,1,0,0,7761270.89
2231,f.nakacwa,20,0,1,0,0,6027.107771
2232,m.khatun,22,0,1,0,0,966678.2037
2233,p.farina,27,0,1,1,0,5934245.813
2234,x.sung,31,1,1,0,0,1279946.652
2235,n.niwagaba,32,1,1,0,0,6111352.594
2236,v.nakiyemba,33,1,1,0,0,765175.964
2237,g.katumba,25,0,0,1,0,7011081.892
2238,c.ibrahim,28,0,0,1,0,2944205.222
2239,d.akia,27,0,0,1,0,6952711.233
2240,d.pal,28,0,0,1,0,9875928.865
2241,h.nakafeero,28,0,0,1,0,3783509.023
2242,l.tino,22,0,0,1,0,6813176.673
2243,n.andama,33,0,0,1,0,1287606.238
2244,z.hribar,22,0,0,1,0,3448175.709
2245,f.got,26,1,0,0,0,2661780.66
2246,s.wahab,18,1,0,0,0,7523588.645
2247,q.hamalainen,25,1,0,0,0,1026521.456
2248,g.musoke,21,1,1,0,0,9255775.917
2249,j.chou,27,1,1,0,0,5231740.128
2250,j.munguambe,25,1,1,0,0,9388061.139
2251,s.kofi,32,1,1,0,0,7486366.24
2252,g.leung,30,0,0,0,1,6902367.322
2253,j.martin,32,0,0,0,1,3083450.352
2254,g.namugere,23,0,1,0,0,6621689.988
2255,g.barisi,34,0,1,0,0,4662840.189
2256,k.larsson,27,0,1,0,0,4376307.053
2257,l.abdullah,31,0,1,0,0,1759505.155
2258,q.shemesh,35,0,1,0,0,3373866.788
2259,r.lokiru,18,0,1,0,0,699851.4199
2260,q.lavyan,20,1,1,0,0,4491049.883
2261,g.mlakar,20,1,1,0,0,3854126.976
2262,v.salim,24,0,0,1,0,8014996.738
2263,v.akoli,21,0,0,1,0,8636719.363
2264,v.quay,30,0,0,1,0,2385842.4
2265,g.kintu,27,0,0,1,0,2906875.809
2266,l.wambi,18,0,0,1,0,4332572.267
2267,n.muzenda,24,0,0,1,0,335828.4212
2268,h.nakagolo,28,0,0,1,0,5005770.086
2269,a.kamusiime,28,0,0,1,0,6467953.882
2270,l.kavi,27,0,0,1,0,6563659.298
2271,b.lindberg,21,1,0,1,0,4779175.194
2272,g.owusu,26,1,0,0,0,8518440.324
2273,k.mirza,18,1,0,0,0,1470181.417
2274,r.baidoo,22,1,0,0,0,6353570.487
2275,v.hou,17,1,0,0,0,2254804.454
2276,x.mubiru,30,1,0,0,0,7903933.239
2277,d.gross,19,1,1,0,0,2706010.95
2278,z.shonhiwa,32,0,0,0,1,3247912.407
2279,s.nuwagira,26,0,0,0,1,1159420.542
2280,k.nambozo,23,0,1,0,0,4706662.415
2281,m.kusiima,26,0,1,0,0,9687665.476
2282,o.ueno,29,0,1,0,0,5312765.541
2283,i.koay,20,0,1,0,0,1736634.376
2284,i.mponda,27,0,1,0,0,6915063.668
2285,n.awad,21,0,1,0,0,9723119.405
2286,n.wahyuni,19,0,1,0,0,1598703.762
2287,g.namakula,24,0,1,1,0,8392112.184
2288,b.abubakar,24,1,1,0,0,7422115.017
2289,j.khoh,24,1,1,0,0,2903532.1
2290,r.kiberu,29,1,1,0,0,8611608.626
2291,o.nalubega,25,1,1,0,0,2085208.836
2292,g.syu,25,0,0,1,0,7114492.276
2293,t.lam,23,0,0,1,0,2405273.071
2294,p.nabbanja,27,0,0,1,0,8925857.488
2295,c.longo,25,0,0,1,0,2720224.351
2296,l.dube,24,0,0,1,0,4478163.054
2297,p.alobo,26,0,0,1,0,2048592.488
2298,t.lawino,28,0,0,1,0,9428143.083
2299,e.kalungi,27,0,0,1,0,9007172.544
2300,f.nagasha,22,1,0,1,0,9180906.635
2301,g.sule,22,0,1,1,0,1066890.779
2302,k.sibanda,29,1,0,0,0,726669.8402
2303,e.walsh,21,1,0,0,0,954500.8867
2304,p.aydn,31,1,0,0,0,101246.7113
2305,o.atwine,25,1,1,0,0,7466392.704
2306,u.siziba,24,1,1,0,0,8834948.167
2307,s.ibraimo,23,1,1,0,0,1454812.173
2308,s.sande,24,1,1,0,0,5392552.405
2309,u.woo,32,1,1,0,0,42671.89696
2310,f.nasasira,32,0,0,0,1,3281060.221
2311,l.antwi,22,0,0,0,1,652450.833
2312,z.fabre,24,0,0,0,1,3409416.974
2313,r.ferretti,21,0,1,0,0,6141307.768
2314,m.delgado,24,0,1,0,0,9417967.673
2315,p.susanto,26,0,1,0,0,5339055.382
2316,c.simi,27,0,1,0,0,7541988.73
2317,d.abiria,20,0,1,0,0,2044900.86
2318,c.kalua,25,0,1,0,0,6785154.85
2319,f.akongo,17,1,1,0,0,5402149.904
2320,h.ziegler,22,1,1,0,0,9475459.226
2321,k.roger,25,1,1,0,0,3099272.44
2322,b.luki,20,0,0,1,0,8261452.733
2323,w.ng,30,0,0,1,0,701695.3844
2324,j.abdel,26,0,0,1,0,2091573.1
2325,c.kasangaki,29,0,0,1,0,7425370.538
2326,c.navarro,33,0,0,1,0,6318391.828
2327,k.mpofu,22,0,0,1,0,5132529.418
2328,x.nabukalu,27,0,0,1,0,7784911.568
2329,a.bondarenko,23,1,0,0,0,7154747.425
2330,o.wong,22,1,0,0,0,5914251.153
2331,u.yong,28,1,0,0,0,9683527.492
2332,n.khalil,27,1,0,0,0,7490237.416
2333,g.nadunga,25,1,0,0,0,2014850.405
2334,f.lubowa,31,1,0,0,0,9486249.55
2335,e.mwesigye,18,1,0,0,0,9735880.242
2336,u.woo,32,1,0,0,0,6227154.169
2337,m.mubangizi,23,1,1,0,0,5753860.753
2338,i.murakami,20,1,1,0,0,251833.5417
2339,p.binibrahim,25,1,1,0,0,7587076.769
2340,n.mucunguzi,28,0,0,0,1,1055384.599
2341,u.nishimura,30,0,0,0,1,7057761.508
2342,s.makela,31,0,1,0,0,6529400.088
2343,g.gentile,32,0,1,0,0,1239374.836
2344,v.handayani,25,0,1,0,0,9689100.898
2345,i.carpentier,27,0,1,1,0,1208718.424
2346,g.agustina,30,1,1,0,0,5785899.232
2347,f.ngulube,24,1,1,0,0,7514266.836
2348,x.muzaki,32,0,0,1,0,5292608.413
2349,l.kimuli,21,0,0,1,0,7305513.543
2350,g.varma,25,0,0,1,0,1531864.472
2351,j.chan,31,0,0,1,0,7848131.055
2352,k.byakatonda,27,0,0,1,0,6832235.809
2353,q.alonso,24,0,0,1,0,6032240.257
2354,t.nalugo,30,0,0,1,0,8200628.745
2355,a.bintizakaria,30,0,0,1,0,6912097.935
2356,s.baig,21,0,1,1,0,9142260.575
2357,f.rozman,25,1,0,0,0,5905731.108
2358,k.benhamou,24,1,0,0,0,5730767.553
2359,k.vogel,31,1,0,0,0,6005002.511
2360,l.ibrahimovi,24,1,0,0,0,3533231.647
2361,m.acola,17,1,0,0,0,365220.7271
2362,t.jiu,32,1,0,0,0,6374847.029
2363,f.magaia,21,1,1,0,0,9838272.463
2364,h.abe,24,1,1,0,0,3327684.032
2365,l.nakalembe,31,1,1,0,0,5513311.14
2366,g.alali,26,0,0,0,1,1135883.83
2367,i.kisitu,23,0,0,0,1,3427123.012
2368,m.sseguya,35,0,0,0,1,5446628.967
2369,f.lukyamuzi,31,0,1,0,0,8118976.758
2370,j.kayendeke,33,0,1,0,0,9492178.993
2371,p.ngamita,29,0,1,0,0,9738086.35
2372,y.arinitwe,19,0,1,0,0,1799252.908
2373,j.potonik,27,0,1,0,0,663627.3044
2374,k.deng,21,0,1,1,0,5842466.348
2375,c.said,26,1,1,0,0,4376604.464
2376,j.pradhan,22,1,1,0,0,543481.9647
2377,r.tumusiime,30,1,1,0,0,466496.9028
2378,v.phung,26,1,1,0,0,7740160.179
2379,i.leibowitz,25,0,0,1,0,8376879.2
2380,k.asadi,25,0,0,1,0,3170984.114
2381,a.oconnor,17,0,0,1,0,6357554.079
2382,b.binder,29,0,0,1,0,7561127.002
2383,e.miyamoto,21,0,0,1,0,4813763.973
2384,g.magaya,23,0,0,1,0,4388949.641
2385,o.gatti,22,0,0,1,0,2255966.491
2386,s.kule,23,0,0,1,0,7723745.969
2387,t.haim,29,0,0,1,0,5269324.389
2388,o.bosnjak,25,0,0,1,0,1092789.798
2389,q.amanya,21,1,0,0,0,1795631.179
2390,h.namwase,29,1,0,0,0,4885793.42
2391,s.nyathi,30,1,0,0,0,864455.223
2392,d.mugisa,27,1,0,1,0,417895.1792
2393,c.ismail,22,0,0,0,1,1885917.895
2394,f.dauda,33,0,0,0,1,9860300.293
2395,m.ategeka,27,0,0,0,1,9993120.349
2396,i.suleman,19,0,1,0,0,2385216.192
2397,q.kobusinge,29,0,1,0,0,4178353.996
2398,f.mbale,31,0,1,0,0,9159653.343
2399,f.ohana,25,0,1,0,0,6538865.954
2400,h.tukamuhebwa,24,0,1,0,0,4036669.309
2401,i.okiror,33,0,1,0,0,944441.2604
2402,j.mutonyi,25,0,1,0,0,9325346.293
2403,k.kaunda,22,0,1,0,0,7333844.741
2404,q.muwanguzi,26,0,1,0,0,1889122.52
2405,q.pellegrino,29,0,1,0,0,8447887.644
2406,s.wimmer,25,0,1,0,0,9903907.19
2407,l.odur,30,0,1,0,0,139812.2835
2408,n.kumar,18,1,1,0,0,8913282.459
2409,u.kizito,29,1,1,0,0,4561588.63
2410,r.lambert,22,1,1,0,0,506061.8162
2411,c.machingura,27,0,0,1,0,8120628.412
2412,g.riva,24,0,0,1,0,757329.9423
2413,l.khonje,31,0,0,1,0,8142333.638
2414,p.okoth,29,0,0,1,0,2370311.118
2415,v.ang,28,0,0,1,0,2173662.158
2416,x.ayugi,22,0,0,1,0,4433253.648
2417,p.paterson,30,1,0,1,0,2636157.881
2418,f.nakalema,22,1,0,0,0,580959.836
2419,g.mussa,38,1,0,0,0,8668397.255
2420,h.mancini,29,1,0,0,0,9415355.922
2421,z.amito,21,1,0,0,0,1165175.026
2422,e.mudzingwa,25,1,0,0,0,5161017.111
2423,d.jena,26,1,0,1,0,5637746.386
2424,h.kikuchi,21,1,1,0,0,6335954.236
2425,j.maneno,26,1,1,0,0,4369583.056
2426,w.ofori,25,1,1,0,0,9989994.819
2427,c.musana,22,0,0,0,1,2279819.102
2428,r.hall,31,0,0,0,1,1853422.251
2429,c.luka,23,0,1,0,0,707688.8384
2430,d.dejong,19,0,1,0,0,6857216.63
2431,f.sow,26,0,1,0,0,1456120.101
2432,i.cheong,32,0,1,0,0,31394.24074
2433,r.chandia,29,0,1,0,0,6888830.11
2434,t.vidmar,18,0,1,0,0,4337330.537
2435,x.owori,30,0,1,0,0,921056.2759
2436,f.salifu,33,1,1,0,0,54356.43601
2437,d.horn,28,0,0,1,0,6463915.21
2438,h.jovanovi,22,0,0,1,0,6142113.489
2439,c.najafi,20,0,0,1,0,923138.3268
2440,n.kasangaki,32,0,0,1,0,7804694.678
2441,e.bukar,28,0,0,1,0,4650776.685
2442,a.muller,31,0,0,1,0,8743629.817
2443,e.balog,19,0,0,1,0,413038.8875
2444,h.kajumba,21,0,0,1,0,9780119.24
2445,q.namazzi,24,0,0,1,0,2068856.57
2446,r.ueta,26,0,0,1,0,4176097.831
2447,t.neves,28,0,0,1,0,8546565.193
2448,c.popescu,30,0,1,1,0,8518192.069
2449,n.binsulaiman,32,1,0,0,0,525197.5769
2450,i.kiiza,22,1,0,0,0,3421737.156
2451,q.fernandes,28,1,0,0,0,8496780.31
2452,j.elsayed,27,1,1,0,0,6993784.4
2453,o.nabunya,30,0,0,0,1,7163589.4
2454,g.taruvinga,28,0,0,0,1,1069570.708
2455,y.nakkazi,28,0,1,0,0,7353822.162
2456,b.reyes,26,0,1,0,0,8886348.912
2457,b.tong,22,0,1,0,0,4455659.421
2458,g.namuganza,30,0,1,0,0,3882657.632
2459,w.ghosh,28,1,1,0,0,9548106.442
2460,b.kwek,22,1,1,0,0,6681264.915
2461,e.obbo,18,1,1,0,0,8814048.192
2462,k.mukwaya,19,1,1,0,0,7429725.123
2463,l.kagoya,20,1,1,0,0,7837452.338
2464,s.nakasi,22,1,1,0,0,6014670.79
2465,o.alon,28,0,0,1,0,143693.8492
2466,n.more,28,0,0,1,0,3868473.914
2467,d.gauthier,30,0,0,1,0,9925312.175
2468,b.ogwang,23,0,0,1,0,2195614.176
2469,e.giraud,21,0,0,1,0,9929802.894
2470,g.rizzo,22,0,0,1,0,4590213.775
2471,q.kayondo,19,0,0,1,0,1249827.069
2472,s.jimoh,30,0,0,1,0,8680343.651
2473,z.maneno,33,0,0,1,0,2150655.319
2474,q.tng,30,0,0,1,0,7562081.268
2475,d.akugizibwe,30,0,1,1,0,4895690.456
2476,f.rosario,29,0,1,1,0,4504555.913
2477,s.dlamini,21,0,1,1,0,684890.5469
2478,f.harutyunyan,21,1,0,0,0,2062080.771
2479,e.chebet,25,1,0,0,0,9280087.468
2480,l.maleki,28,1,0,0,0,7638627.673
2481,i.castro,24,1,0,0,0,6624892.999
2482,v.yohane,22,1,1,0,0,4051115.175
2483,c.nanyonga,18,1,1,0,0,8015134.642
2484,z.muratovi,22,1,1,0,0,360235.5493
2485,y.sunday,27,1,1,0,0,6754008.761
2486,k.darawshi,29,0,0,0,1,6946481.609
2487,v.vincent,37,0,0,0,1,187257.9507
2488,i.nalweyiso,22,0,1,0,0,5048675.516
2489,t.marufu,30,0,1,0,0,1199401.397
2490,y.norouzi,32,0,1,0,0,9866218.064
2491,i.moreau,31,0,1,1,0,7709916.43
2492,d.bagheri,19,1,1,0,0,1236706.376
2493,f.obua,25,1,1,0,0,7712115.283
2494,l.bergmann,27,1,1,0,0,3182921.519
2495,y.atuheire,21,1,1,0,0,7202222.203
2496,i.manuel,30,0,0,1,0,6601586.669
2497,b.turinawe,29,0,0,1,0,3584378.12
2498,h.nieminen,20,0,0,1,0,9181092.857
2499,l.alqahtani,26,0,0,1,0,7906910.596
2500,l.olsson,32,0,0,1,0,5717617.761
2501,u.ahebwa,23,0,0,1,0,251655.9227
2502,o.farkas,27,0,0,1,0,3340921.029
2503,g.mishra,28,0,1,1,0,5575757.312
2504,p.kralj,26,1,0,0,0,3878843.736
2505,u.jansons,25,1,0,0,0,8328530.79
2506,g.chu,18,1,1,0,0,891140.6086
2507,t.amer,26,1,1,0,0,4514942.07
2508,k.jao,29,0,0,0,1,8242178.191
2509,o.hamdan,21,0,0,0,1,7138488.022
2510,u.lang,23,0,1,0,0,7034143.61
2511,i.mwale,27,0,1,0,0,1954347.225
2512,c.sung,25,0,1,0,0,3593928.67
2513,l.kimbugwe,32,0,1,0,0,1179523.07
2514,b.mabika,18,0,1,0,0,6121619.62
2515,c.cudjoe,22,0,1,0,0,5293119.97
2516,n.picard,32,0,1,0,0,2090408.442
2517,i.tukahirwa,26,1,1,0,0,3699779.039
2518,z.hansson,19,1,1,0,0,6277018.741
2519,g.matei,27,1,1,0,0,2775459.004
2520,i.babirye,21,1,1,0,0,6500841.8
2521,m.nanzala,38,1,1,0,0,2175953.782
2522,r.adamu,28,1,1,0,0,3553227.001
2523,c.kakayi,21,0,0,1,0,8363634.594
2524,v.it,30,0,0,1,0,2908434.885
2525,t.candia,26,0,0,1,0,2689986.572
2526,b.kiyimba,26,0,0,1,0,2201462.537
2527,c.tukamushaba,24,0,0,1,0,4071564.904
2528,k.shibata,28,0,0,1,0,5922015.963
2529,q.binismail,23,0,0,1,0,7463959.807
2530,t.larsson,19,0,0,1,0,645319.2058
2531,t.okoro,25,0,0,1,0,8463371.676
2532,s.rizzo,22,0,0,1,0,3935776.098
2533,k.nasution,23,1,0,0,0,364834.7264
2534,g.muleya,25,1,0,0,0,1234616.781
2535,q.virtanen,24,1,0,0,0,8501222.194
2536,i.tabu,17,1,0,0,0,2673334.286
