,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
526,i.namutosi,Unethical Comets,13170000,13777586.91,13691697.14,13543639.72,13784948.02,13748103.77,13678820.04,13744662.37,13616509.42,13798543.81,13755494.71
527,j.opolot,Unethical Comets,17900000,18480037.22,18570957.42,18525834.33,18562875.79,18729832.15,18556954.61,18620051.43,18998738.21,17900000,17900000
528,x.kamble,Unethical Comets,30570000,31560599.88,31715875.33,31638813.16,31702073.35,31987204.96,31691961.03,31799719.12,32446448.44,30570000,30570000
529,j.mutyaba,Unethical Comets,12350000,12781790.73,12807347.26,12922537.82,12803261.98,12846795.26,13108067.98,12350000,12350000,12350000,12350000
530,e.rashidi,Unethical Comets,36630000,37816970.02,38003026.28,37910687.8,37986488.28,38328142.55,37974371.37,38103490.72,38878423.5,36630000,36630000
531,h.isa,Villainous Eagles,11130000,11538486.3,11577719.13,11813181.92,11130000,11130000,11130000,11130000,11130000,11130000,11130000
532,k.weiss,Villainous Eagles,11910000,12370140.22,12429683.29,12313790.98,12478409.78,12439479.27,12295935.38,12356430.33,12326407.09,12351053.11,12462139.72
533,y.bano,Villainous Eagles,18970000,19633244.54,19672500.21,19849436.64,19666225.08,19733093.61,20134416.98,18970000,18970000,18970000,18970000
534,m.okori,Villainous Eagles,9650000,10032261,9923775.5,10100588.34,10073591.6,10022825.62,10071070,9977169.02,10110550.32,10079007.14,9962701.63
535,s.parisi,Villainous Eagles,15050000,15747708.04,15602355.69,15655406.37,15973799.45,15050000,15050000,15050000,15050000,15050000,15050000
536,u.heilig,Villainous Eagles,12230000,12682903.4,12796974.7,12678857.82,12721968.1,12980702.14,12230000,12230000,12230000,12230000,12230000
537,u.binsalleh,Villainous Eagles,24250000,25097848.19,25148030.05,25374213.95,25140008.34,25225488.67,25738514.06,24250000,24250000,24250000,24250000
538,e.kinoshita,Villainous Eagles,32340000,33387955.51,33552221.4,33470697.34,33537620.28,33839260.99,33526922.47,33640919.74,34325094.62,32340000,32340000
539,e.ajwang,Villainous Eagles,33790000,34884941.77,35056572.7,34971393.42,35041316.92,35356482.03,35030139.46,35149247.93,35864098.56,33790000,33790000
540,j.natukunda,Villainous Eagles,27530000,28738443.2,28593615.47,28731249.44,28463364.04,28843880.87,28753892.9,28422090.76,28561925.02,28492526.21,28549495.56
541,j.nakamya,Villainous Eagles,23650000,24681948.76,24451818.37,24778706.23,24701400.91,24416362.03,24536488.44,24476870.5,24525810.75,24746398.34,24517987.52
542,m.ojo,Villainous Eagles,23210000,23996900.82,24317707.04,24241839.96,23962104.13,24079995.63,24021486.87,24069516.6,24286000.23,24061838.91,24143653.28
543,n.kigongo,Villainous Eagles,29350000,30483930.76,30630663.68,30345068.46,30750741.14,30654804.09,30301066.62,30450145.27,30376158.53,30436894.1,30710646.57
544,p.nieminen,Villainous Eagles,23450000,24310647.24,24393307.6,24889408.44,23450000,23450000,23450000,23450000,23450000,23450000,23450000
545,t.parn,Villainous Eagles,10300000,10592216.34,10780938.85,10752123.68,10697938.22,10749432.23,10649206.31,10791571.85,10757903.99,10633764.43,10686081.65
546,d.businge,Villainous Eagles,36530000,37941328.48,38123957.22,37768495.77,38273409.67,38154003.18,37713729.59,37899277.92,37807191.52,37882785.06,38223506.62
547,y.kat,Villainous Eagles,15120000,15674924.79,15728222.22,16048096.19,15120000,15120000,15120000,15120000,15120000,15120000,15120000
548,z.ogawa,Villainous Eagles,9880000,10214966.83,10351527.17,10319232.18,10200154.62,10250338.51,10225432.58,10245877.81,10338030.26,10242609.59,10277436.21
549,q.yamazaki,Villainous Eagles,33190000,34472288.32,34638219,34315257.99,34774006.76,34665517.81,34265499.18,34434082.51,34350415.73,34419097.62,34728666.43
550,o.musiimenta,Villainous Eagles,38280000,39981802.4,39520437.14,39714874.31,39618376.44,39697591.35,40054635.46,39684928.63,39819864.18,40629703.84,38280000
551,b.waon,Weak Blimps,24550000,25621219.54,25382331.54,25721659.11,25641411.94,25345525.91,25470223.73,25408337.03,25459139.7,25688121.75,25451018.76
552,q.binabdrahman,Weak Blimps,15420000,15857473.39,16140007.48,16096868.66,16015748.29,16092839.32,15942792.36,16155926.01,16105522.28,15919674.52,15997997.96
553,z.akoth,Weak Blimps,20790000,21760749.38,21702587.51,21593217.06,21697154.96,21494854.28,21782211.52,21714254.75,21463685.69,21569285.19,21516876.86
554,p.tumwine,Weak Blimps,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000
555,v.koller,Weak Blimps,29470000,30755899.79,30469136.88,30876468.19,30780138.89,30424955.13,30574643.31,30500354.07,30561337.96,30836209.69,30551589.52
556,b.kayondo,Weak Blimps,22820000,23815732.38,23593678.44,23909094.13,23834501.85,23559466.45,23675377.01,23617851.37,23665074.05,23877920.09,23657525.38
557,p.khoh,Weak Blimps,28650000,29907606.16,29756886.42,29900119.74,29621335.99,30017333.34,29923684.4,29578383.6,29723906.72,29651684.56,29710971.58
558,f.fournier,Weak Blimps,36220000,37800430.62,37447985.68,37948614.78,37830221.6,37393684.25,37577657.98,37486353.05,37561305.09,37899135.22,37549323.8
559,j.nakayama,Weak Blimps,36110000,37796087.55,37695066.61,37505101.87,37685630.85,37334256.29,37833364.99,37715331.36,37280119.78,37463534.78,37372507.14
560,c.vtols,Weak Blimps,13780000,14392613.3,14226531.45,14296524.77,14261787.55,14290303.26,14418831.68,14285744.95,14334318.92,14625844.28,13780000
561,b.nalugwa,Weak Blimps,21760000,22621968.85,22377342.47,22776041.68,22715166.15,22600692.79,22709480.13,22497740.7,22798505.18,22727377.75,22465117.87
562,i.irumba,Weak Blimps,9680000,9954626.61,10131989.13,10104908.47,10053984.66,10102379.03,10008186.12,10141982.08,10110340.84,9993673.76,10042841.78
563,n.maeda,Weak Blimps,32650000,34101511.19,33708000.85,33873841.34,33791535.81,33859100.25,34163632.39,33848299.89,33963389.9,34654123.05,32650000
564,p.li,Weak Blimps,25480000,26598457.42,26464414.17,26591799.34,26343861.82,26696043.75,26612756.67,26305661.92,26435083.53,26370852.45,26423579.62
565,o.ssenabulya,Weak Blimps,35940000,36959636.42,37618149.73,37517604.38,37328533.96,37508213.04,37158492.69,37655251.67,37537773.73,37104611.05,37287162.56
566,f.aminu,Wet Monarchs,9950000,10318470.06,10411275.41,10315178.68,10350252.05,10560751.13,9950000,9950000,9950000,9950000,9950000
567,j.wojciechowski,Wet Monarchs,24120000,25178759.53,25051870.87,25172456.83,24937753.02,25271137.18,25192295.56,24901592.05,25024105.76,24963303.03,25013215.87
568,l.akech,Wet Monarchs,22950000,23836668.18,23951404.82,23728085.9,24045298.43,23970281.22,23693679.01,23810249.88,23752396.54,23799888.23,24013946.81
569,l.binosman,Wet Monarchs,22250000,22970995.99,23084011.32,23027922.57,23073965.72,23281495.27,23066605.59,23145036,23615750.01,22250000,22250000
570,q.becker,Wet Monarchs,18040000,18651619.59,18900966.61,18841998.83,18624573.82,18716205.14,18670729.13,18708060.29,18876322.46,18702092.8,18765683.12
571,x.kyei,Wet Monarchs,19810000,20755440.61,20690687.19,20451929.46,20552551.21,20502613.31,20543607.23,20728378.49,20537054.24,20606883.74,21025977.88
572,p.tse,Wet Monarchs,10450000,10908708.01,10853733.44,10905977.36,10804291.84,10948730.66,10914572.49,10788625.08,10841704.19,10815361.39,10836986.15
573,l.lukwago,Wet Monarchs,34160000,35479764.05,35650544.17,35318144.41,35790300.42,35678640.8,35266931.37,35440441.65,35354329.66,35425018.82,35743634.99
574,l.chandia,Wet Monarchs,26060000,27268124.35,27016437.83,27108298.34,27659615.52,26060000,26060000,26060000,26060000,26060000,26060000
575,y.jokinen,Wet Monarchs,30640000,32002153.23,31632868.18,31788499.19,31711260.56,31774665.6,32060450.12,31764530.13,31872534.97,32520745.18,30640000
576,m.maimon,Wet Monarchs,28180000,29486406.14,29214244.75,29313578.18,29909745.41,28180000,28180000,28180000,28180000,28180000,28180000
577,z.wati,Wet Monarchs,19390000,20241133.8,20139128.36,20236067.08,20047389.35,20315395.93,20252015.37,20018319.65,20116808.07,20067928.92,20108053.72
578,a.serrano,Wet Monarchs,21980000,22957158.22,22692246.82,22803890.74,22748482.61,22793967.03,22998978.25,22786696.22,22864174.89,23329176.87,21980000
579,c.dominguez,Wet Monarchs,26470000,27518543.91,27220967.61,27705966.15,27631913.96,27492662.6,27624997.19,27367426.31,27733291.92,27646768.8,27327742.19
580,w.okumu,Wet Monarchs,23720000,24852047.01,24774512.88,24488630.33,24609112.3,24549317.9,24598403,24819643.5,24590556.62,24674168.71,25175981.59
581,y.yanti,Wet Monarchs,27740000,28950412.62,28680483.78,29063903.21,28973228.8,28638895.67,28779796.59,28709868.4,28767272.31,29026008.04,28758096.14
582,c.rathod,Wet Monarchs,17110000,17861052.06,17771041.07,17856581.11,17690089.31,17926581.97,17870654.1,17664437.81,17751345.34,17708213.71,17743620.38
583,v.krisensen,Wet Monarchs,20390000,21145085.89,21335266.9,21138341.04,21210215.01,21641579.45,20390000,20390000,20390000,20390000,20390000
584,x.tu,Wet Monarchs,17810000,18315278.93,18641603.97,18591778.91,18498085.41,18587125.05,18413821.78,18659989.77,18601773.79,18387120.83,18477583.9
585,b.ndlovu,Wet Monarchs,30380000,31798536.13,31713545.38,31553724.59,31705606.9,31409989.09,31829898.32,31730594.49,31364443.06,31518753.44,31442170.23
586,s.busch,Awkward Trailblazers,17250000,17883098.72,17943904.31,18308839.9,17250000,17250000,17250000,17250000,17250000,17250000,17250000
587,p.konadu,Awkward Trailblazers,18850000,19677430.23,19578265.58,19672504.61,19489081.45,19749624.2,19688008.76,19460821.32,19556566.9,19509049.01,19548056.35
588,d.okech,Awkward Trailblazers,19640000,20430045.26,20845542.93,19640000,19640000,19640000,19640000,19640000,19640000,19640000,19640000
589,s.chemutai,Awkward Trailblazers,16490000,17209527.91,17049069.13,17276992.21,17223090.95,17024347.14,17108105.47,17066536.77,17100660.43,17254465.48,17095205.67
590,q.busobozi,Awkward Trailblazers,23860000,24743587.5,24966133.8,24735694.81,24819800.4,25324575.07,23860000,23860000,23860000,23860000,23860000
591,x.ahmad,Awkward Trailblazers,15410000,16145448.75,16095077.72,15909350.48,15987623.12,15948776.93,15980665.69,16124397.4,15975568.19,16029887.85,16355896.97
592,p.ssempijja,Awkward Trailblazers,11770000,12205868.61,12315649.41,12201975.18,12243463.99,12492466.41,11770000,11770000,11770000,11770000,11770000
593,b.hadzi,Awkward Trailblazers,22530000,23293846.42,23605253.76,23531609.41,23260069.19,23374506.75,23317712.15,23364334.72,23574475.89,23356881.98,23436299.37
594,o.pellegrini,Awkward Trailblazers,27060000,28262998.25,27936860.74,28074307.7,28006093.69,28062090.44,28314483.69,28053139.21,28148524.68,28720997.54,27060000
595,g.chakanyuka,Awkward Trailblazers,34860000,36381088.11,36041876.88,36523708.21,36409760.49,35989614.39,36166680.21,36078803.63,36150941.34,36476086.52,36139409.93
596,r.mbeiza,Awkward Trailblazers,2.4e+07,24680892.43,25120634.21,25053492.07,24927234.7,25047220.73,24813684.6,25145410.13,25066960.75,24777703.54,24899607.72
597,b.ionescu,Awkward Trailblazers,5860000,6130346.19,6092129.48,6026251.24,6133621.52,6117227.65,6086399.8,6115696.39,6058674.66,6139670.97,6120516.25
598,k.ozols,Awkward Trailblazers,33220000,34805438.52,34696851.51,34296471.31,34465207.02,34381464.61,34450208.59,34760057.21,34439219.68,34556318.92,35259110.8
599,h.manyika,Awkward Trailblazers,28740000,29744831.22,29804304.48,30072367.37,29794797.52,29896104.93,30504119.34,28740000,28740000,28740000,28740000
600,g.prasetyo,Awkward Trailblazers,20940000,21618546.34,21724907.74,21672121.28,21715453.58,21910764.54,21708526.79,21782339.5,22225339.56,20940000,20940000
601,a.ashaba,Awkward Trailblazers,31220000,32607938.11,32231662.68,32390239.71,32311538.99,32376144.25,32667338.53,32365816.93,32475866.24,33136346.76,31220000
602,h.gimbo,Awkward Trailblazers,13380000,13875490.39,14000287.94,13871064.4,13918228.39,14201291.47,13380000,13380000,13380000,13380000,13380000
603,z.sng,Awkward Trailblazers,21240000,22184260.27,21928267.63,22036152.83,21982610.13,22026563.23,22224672.34,22019537.21,22094407.4,22543754.17,21240000
604,e.gupta,Awkward Trailblazers,21910000,22756488.01,22866025.26,22652826.23,22955664,22884046.25,22619978.52,22731266.88,22676035.21,22721374.78,22925733.1
605,d.isabirye,Awkward Trailblazers,26060000,27203916.81,27066822.34,27197107.17,26943525.86,27303724.5,27218541.55,26904456.42,27036824.05,26971130.88,27025058.27
606,r.dahl,Blue Jaguars,7470000,7814622.19,7765905.67,7681927.77,7818797.4,7797899.41,7758601.8,7795947.45,7723259.33,7826508.9,7802091.53
607,s.magezi,Blue Jaguars,20800000,21474009.73,21579660.02,21527226.49,21570269.07,21764274.23,21563388.6,21636707.81,22076746.08,20800000,20800000
608,f.ashaba,Blue Jaguars,27630000,28697478.94,28835612.86,28566754.4,28948653.41,28858338.57,28525331.2,28665673.39,28596022.5,28653198.77,28910908.51
609,q.ogwang,Blue Jaguars,15780000,16331713.17,16364367.6,16511550.35,16359147.7,16414771.6,16748608.32,15780000,15780000,15780000,15780000
610,s.oduro,Blue Jaguars,18120000,18734331.87,18984784.65,18925555.37,18707166.17,18799203.83,18753526.15,18791022.87,18960031.2,18785028.91,18848901.23
611,a.grgi,Blue Jaguars,16260000,16828495.32,16862143.04,17013802.84,16856764.36,16914080.24,17258071.69,16260000,16260000,16260000,16260000
612,s.armah,Blue Jaguars,22620000,23607005.54,23386897.74,23699549.05,23625610.51,23352985.58,23467880.28,23410858.81,23457667.62,23668648.23,23450185.1
613,z.mugeni,Blue Jaguars,22130000,22847107.47,22959513.29,22903727.03,22949521.86,23155932.15,22942201.43,23020208.84,23488384.17,22130000,22130000
614,n.khalil,Blue Jaguars,32550000,33604760.42,33770092.97,33688039.53,33755397.04,34058996.45,33744629.76,33859367.27,34547984.85,32550000,32550000
615,f.ankrah,Blue Jaguars,35720000,37026259.08,37367912.27,37134959.89,36733394.9,37387877.25,37287947.37,37100034.31,37278613.52,36931033.91,37424752.07
616,y.marlina,Blue Jaguars,37040000,38686676.09,38240255.79,38428394.58,38335022.56,38411671.47,38757149.88,38399418.93,38529983.52,39313590.13,37040000
617,z.davies,Blue Jaguars,27900000,28945793.97,28875462.45,28933197.46,29193425.53,28923968.36,29022314.8,29612558.44,27900000,27900000,27900000
618,e.bah,Blue Jaguars,29330000,30699508.39,30617455.1,30463158.07,30609791,30324390.39,30729786.63,30633914.95,30280418.53,30429395.6,30355459.28
619,i.tukundane,Blue Jaguars,34980000,36113502.9,36291178.25,36202999.16,36275385.2,36601649.64,36263814.1,36387117.27,37127143.16,34980000,34980000
620,v.ikeda,Blue Jaguars,20710000,21698393.49,21630698.22,21381093.34,21486286.5,21434079.84,21476936.18,21670101.89,21470085.48,21543087.44,21981221.7
621,a.mor,Blue Jaguars,2.2e+07,23350404.51,2.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07
622,h.nakimera,Blue Jaguars,1.1e+07,11384590.93,11407353.84,11509952.72,11403715.12,11442489.71,11675202.25,1.1e+07,1.1e+07,1.1e+07,1.1e+07
623,z.kasibante,Blue Jaguars,28640000,29897167.21,29746500.07,29889683.4,29610996.96,30006856.09,29913239.83,29568059.55,29713531.88,29641334.94,29700601.26
624,x.aminah,Blue Jaguars,14620000,15257931.96,15115669.54,15317745.67,15269956.92,15093751.07,15168011.04,15131156.31,15161410.28,15297773.52,15156574.1
625,d.hsu,Blue Jaguars,26200000,27116025.67,27170242.78,27414614.66,27161576.03,27253930.03,27808209,26200000,26200000,26200000,26200000
626,q.roche,Blue Jaguars,22390000,23366969.67,23149099.92,23458572.2,23385385.47,23115532.59,23229259.04,23172817.36,23219150.22,23427985.58,23211743.79
627,m.omony,Blue Jaguars,30660000,31529840.08,32091610.2,32005836.12,31844542.32,31997824.48,31699482.08,32123261.44,32023042.36,31653516.27,31809248.86
628,i.nalubwama,Fiery Governors,18990000,19723674.45,19818613.4,19633827.94,19896305.76,19834232.7,19605357.92,19701814.61,19653943.8,19693240.85,19870363.83
629,m.watson,Fiery Governors,19520000,20371739.53,20181796.81,20451600.24,20387794.74,20152532.21,20251680.95,20202474.09,20242867.9,20424934.28,20236410.84
630,l.khachatryan,Fiery Governors,19080000,19964536.17,19780262.24,19847518.51,20251169,19080000,19080000,19080000,19080000,19080000,19080000
631,z.frank,Fiery Governors,22870000,23961480.4,23886724.68,23611086.66,23727251.19,23669599.51,23716925.66,23930238.06,23709360.45,23789976.33,24273806.87
632,x.mulder,Fiery Governors,19590000,20524941.02,20460906.71,20224800.51,20324304.8,20274921.49,20315460.15,20498179.43,20308979.94,20378033.94,20792473.83
633,l.arai,Fiery Governors,17740000,18425380.98,18514070.65,18341448.53,18586648.99,18528661.82,18314852.53,18404960.04,18360240.28,18396950.64,18562414.66
634,i.khalili,Fiery Governors,14550000,15188679.57,15112136.03,15184877.57,15043296.29,15244404.89,15196844.96,15021482.77,15095387.18,15058708.91,15088818.03
635,d.morales,Fiery Governors,21630000,22465670.27,22573807.68,22363333.25,22662300.88,22591598.38,22330905.31,22440771.46,22386245.62,22431005.77,22632752.48
636,q.tshia,Fiery Governors,28760000,29575936.1,30102893.33,30022434.67,29871136.24,30014919.51,29735065.38,30132583.14,30038574.63,29691948.07,29838029.92
637,i.peeters,Fiery Governors,27340000,28225933.94,28364803.13,28295883.28,28352459.45,28607464.3,28343415.59,28439788.05,29018184.51,27340000,27340000
638,f.lemaire,Fiery Governors,6230000,6463523.17,6447818.32,6460710.4,6518818.68,6458649.57,6480610.08,6612410,6230000,6230000,6230000
639,x.hofer,Fiery Governors,23830000,24934743.02,24704593.77,24788593.61,25292733.61,23830000,23830000,23830000,23830000,23830000,23830000
640,a.ngabirano,Fiery Governors,29650000,31065058.76,30968141.1,30610787.91,30761390.37,30686647.38,30748003.75,31024554.37,30738195.77,30842710.89,31469976.98
641,l.nalukenge,Fiery Governors,11470000,11858873.43,12017410.59,11979918.33,11841677.48,11899937.52,11871023.45,11894758.96,12001741.61,11890964.77,11931396.09
642,m.nakaggwa,Fiery Governors,20230000,21195485.29,21129359,20885539.27,20988294.34,20937297.69,20979160.74,21167849.41,20972468.82,21043778.8,21471758.33
643,j.andersen,Fiery Governors,30880000,31926940.85,32353761.03,32252822.83,31880645.22,32037495.27,31959651.63,32023553.32,32311576.36,32013338.46,32122189.29
