,Player,Nation,Age,sal0,sal1,sal2,sal3,sal4,sal5,sal6,sal7,sal8,sal9
889,h.sugiyama,Dosqaly,26,28570000,29930000,29840000,29500000,29640000,29570000,29630000,29890000,29620000,29720000
890,h.suleiman,People's Land of Maneau,21,24870000,26030000,25960000,25830000,25960000,25710000,26060000,25980000,25680000,25800000
891,h.susanto,Redohrainbri,22,18810000,19640000,19540000,19630000,19450000,19710000,19650000,19420000,19520000,19470000
892,h.taniguchi,Coastpa Barleslands,18,23980000,25090000,24930000,24660000,25100000,25030000,24910000,25030000,24790000,25120000
893,h.tourgeman,Rarita,27,30700000,32060000,31690000,31850000,31770000,31840000,32120000,31830000,31930000,32580000
894,h.tuhaise,Lefghau,23,4290000,4440000,4480000,4440000,4490000,4480000,4430000,4450000,4440000,4450000
895,h.tumukunde,Southern Ristan,32,31960000,33350000,33130000,33250000,33920000,31960000,31960000,31960000,31960000,31960000
896,h.turyatunga,Republic of Denand Landsa,24,30270000,31590000,31300000,31710000,31620000,31250000,31400000,31330000,31390000,31670000
897,h.valentini,Rarita,24,9460000,9730000,9780000,9910000,9880000,9770000,9810000,9790000,9810000,9900000
898,h.valentini,Sobianitedrucy,24,9460000,9730000,9780000,9910000,9880000,9770000,9810000,9790000,9810000,9900000
899,h.vos,Rarita,26,4940000,5240000,5160000,5100000,5130000,5110000,5120000,5170000,5120000,5140000
900,h.weber,Esia,28,23690000,24460000,24580000,24520000,24570000,24790000,24560000,24640000,25140000,23690000
901,h.young,Sobianitedrucy,23,16540000,17180000,17260000,17100000,17330000,17280000,17080000,17160000,17120000,17150000
902,h.zare,Rarita,29,15430000,16010000,15970000,16000000,16150000,16000000,16050000,16380000,15430000,15430000
903,h.ziegler,Nganion,23,12160000,12610000,12690000,12570000,12740000,12700000,12550000,12620000,12590000,12610000
904,i.abeja,Janmico,33,38440000,39850000,39990000,40800000,38440000,38440000,38440000,38440000,38440000,38440000
905,i.achom,Esia,18,10570000,11060000,10990000,10870000,11060000,11030000,10980000,11030000,10930000,11070000
906,i.ademovi,Former Maneau,25,22590000,23320000,23670000,23590000,23320000,23440000,23380000,23430000,23640000,23420000
907,i.agwang,Esia,27,10490000,10960000,10830000,10880000,10860000,10880000,10980000,10870000,10910000,11130000
908,i.ajiko,Nganion,25,29100000,30120000,30490000,30390000,30040000,30190000,30120000,30180000,30450000,30170000
909,i.akpan,People's Land of Maneau,37,20540000,20540000,20540000,20540000,20540000,20540000,20540000,20540000,20540000,20540000
910,i.akulu,Central Diasongo,22,25390000,26570000,26370000,26500000,26250000,26600000,26520000,26210000,26340000,26280000
911,i.alghamdi,Varijitri Isles,23,21360000,22190000,22290000,22080000,22380000,22310000,22050000,22160000,22110000,22150000
912,i.amoah,Slandsganiamayotteque,27,10970000,11460000,11330000,11380000,11350000,11380000,11480000,11370000,11410000,11640000
913,i.amviko,Byasier Pujan,23,26850000,27840000,28020000,27760000,28130000,28040000,27720000,27860000,27790000,27840000
914,i.azulay,Byasier Pujan,28,21300000,21990000,22100000,22040000,22090000,22290000,22080000,22160000,22610000,21300000
915,i.babirye,Nganion,22,6420000,6600000,6670000,6700000,6640000,6730000,6710000,6630000,6660000,6640000
916,i.basemera,Nganion,22,22200000,23030000,23060000,23170000,22950000,23260000,23190000,22920000,23030000,22980000
917,i.beh,Greri Landmoslands,25,10570000,10910000,11070000,11040000,10910000,10970000,10940000,10960000,11060000,10960000
918,i.benedetti,Zamlie Niabangthe,22,28760000,30040000,29870000,30010000,29740000,30130000,30040000,29690000,29840000,29770000
919,i.berg,Tito Mia,25,33740000,34880000,35350000,35240000,34830000,35000000,34920000,34990000,35300000,34980000
920,i.binyusof,Central Namemo Laand,31,29910000,31020000,31300000,31010000,31110000,31750000,29910000,29910000,29910000,29910000
921,i.bitton,Esia,27,11890000,12420000,12280000,12340000,12310000,12330000,12440000,12330000,12370000,12620000
922,i.brown,Dosqaly,25,26650000,27550000,27920000,27830000,27510000,27650000,27580000,27640000,27890000,27630000
923,i.campbell,Esia,15,27960000,29590000,29430000,28980000,29250000,29070000,28750000,29270000,29190000,29040000
924,i.carpentier,Rosvi,28,22460000,23500000,23300000,23250000,23290000,23500000,23280000,23360000,23840000,22460000
925,i.chandra,Dosqaly,23,16390000,17020000,17110000,16950000,17170000,17120000,16920000,17000000,16960000,17000000
926,i.chawinga,Sobianitedrucy,21,26750000,27750000,27920000,27780000,27920000,27660000,28030000,27940000,27620000,27750000
927,i.chiu,Cabral Retrea,24,30090000,31400000,31110000,31530000,31430000,31070000,31220000,31140000,31200000,31480000
928,i.conte,Mico,27,32380000,34370000,33430000,33590000,33510000,33580000,33880000,33570000,33680000,34370000
929,i.diallo,Reugha,22,23550000,24580000,24460000,24580000,24350000,24670000,24600000,24310000,24430000,24370000
930,i.eriksen,Nganion,19,11430000,11870000,11750000,11960000,11930000,11870000,11930000,11820000,11980000,11940000
931,i.franke,Sobianitedrucy,28,27750000,28650000,28790000,28720000,28780000,29040000,28770000,28870000,29450000,27750000
932,i.friedrich,Nganion,26,6200000,6410000,6480000,6400000,6430000,6420000,6430000,6490000,6430000,6450000
933,i.gashi,Rosvi,28,25690000,26520000,26650000,26590000,26640000,26880000,26630000,26720000,27270000,25690000
934,i.goh,Sobianitedrucy,21,25830000,27060000,26960000,26830000,26960000,26710000,27060000,26980000,26670000,26800000
935,i.greenberg,Cabral Retrea,33,16370000,16980000,17030000,17370000,16370000,16370000,16370000,16370000,16370000,16370000
936,i.habibi,Esia,28,18300000,18890000,18990000,18940000,18980000,19150000,18970000,19040000,19420000,18300000
937,i.hsieh,Nganion,28,10970000,11370000,11380000,11350000,11380000,11480000,11370000,11410000,11640000,10970000
938,i.huber,Lenia Gerdanho,26,27600000,28920000,28830000,28490000,28630000,28560000,28620000,28880000,28610000,28710000
939,i.irumba,Dosqaly,20,9680000,9950000,10130000,10100000,10050000,10100000,10010000,10140000,10110000,9990000
940,i.janssens,Sobianitedrucy,33,22030000,22840000,22920000,23380000,22030000,22030000,22030000,22030000,22030000,22030000
941,i.joseph,Southslands,29,9510000,9870000,9840000,9860000,9950000,9860000,9890000,10090000,9510000,9510000
942,i.kabagenyi,People's Land of Maneau,23,18110000,18810000,18900000,18720000,18970000,18920000,18700000,18790000,18740000,18780000
943,i.kakuru,Lefghau,19,35710000,37120000,36720000,37380000,37280000,37090000,37270000,36920000,37410000,37300000
944,i.kamukama,Lefghau,27,34090000,35610000,35190000,35370000,35280000,35350000,35670000,35340000,35460000,36180000
945,i.khalili,Esia,22,14550000,15190000,15110000,15180000,15040000,15240000,15200000,15020000,15100000,15060000
946,i.kiiza,Janmico,23,22170000,23140000,23140000,22920000,23230000,23160000,22890000,23000000,22950000,22990000
947,i.kisitu,Nganion,24,22880000,22880000,23660000,23970000,23900000,23620000,23740000,23680000,23730000,23940000
948,i.kolar,Redohrainbri,24,14870000,15420000,15370000,15580000,15530000,15350000,15430000,15390000,15420000,15560000
949,i.kumari,Dosqaly,25,14620000,15120000,15320000,15270000,15090000,15170000,15130000,15160000,15300000,15160000
950,i.kyakimwa,Lefghau,26,32620000,34180000,34070000,33680000,33840000,33760000,33830000,34130000,33820000,33930000
951,i.kyalisiima,Esia,29,21970000,22790000,22740000,22780000,22990000,22780000,22850000,23320000,21970000,21970000
952,i.lehmann,Sobianitedrucy,18,34170000,35140000,35520000,35140000,35770000,35670000,35490000,35660000,35330000,35800000
953,i.leibowitz,Imaar Vircoand,26,19710000,20650000,20590000,20350000,20450000,20400000,20440000,20620000,20430000,20500000
954,i.lew,Esia,26,25210000,26410000,26330000,26030000,26150000,26090000,26140000,26380000,26140000,26220000
955,i.longok,Rosvi,22,14720000,15260000,15290000,15360000,15220000,15420000,15370000,15200000,15270000,15230000
956,i.ludwig,People's Land of Maneau,28,27450000,28340000,28480000,28410000,28470000,28720000,28460000,28550000,29130000,27450000
957,i.ly,Esia,20,22170000,22800000,23210000,23140000,23030000,23140000,22920000,23230000,23160000,22890000
958,i.masson,Central Diasongo,18,18470000,19320000,19200000,18990000,19330000,19280000,19180000,19280000,19100000,19350000
959,i.mlambo,Redohrainbri,28,30080000,31050000,31210000,31130000,31190000,31470000,31180000,31290000,31930000,30080000
960,i.moses,Esia,25,27600000,28540000,28920000,28830000,28490000,28630000,28560000,28620000,28880000,28610000
961,i.mugerwa,Byasier Pujan,17,21000000,21920000,21970000,21830000,21600000,21980000,21920000,21810000,21920000,21710000
962,i.muhammed,Nganion,21,18630000,19520000,19450000,19350000,19440000,19260000,19520000,19460000,19230000,19330000
963,i.mukisa,Lylimi,34,22960000,23970000,24370000,22960000,22960000,22960000,22960000,22960000,22960000,22960000
964,i.murakami,Nganion,21,10430000,10790000,10890000,10830000,10890000,10780000,10930000,10890000,10770000,10820000
965,i.mushonga,Sobianitedrucy,29,32690000,34200000,33830000,33900000,34210000,33890000,34000000,34700000,32690000,32690000
966,i.mutabazi,Sobianitedrucy,24,32790000,33990000,33900000,34350000,34250000,33850000,34020000,33940000,34000000,34310000
967,i.mwase,Imaar Vircoand,25,40260000,42180000,42180000,42050000,41560000,41770000,41670000,41750000,42130000,41740000
968,i.nabatanzi,Greri Landmoslands,36,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000
969,i.nagadya,Imaar Vircoand,27,38320000,40020000,39560000,39760000,39660000,39740000,40100000,39730000,39860000,40670000
970,i.najjemba,Southslands,27,24550000,25640000,25350000,25470000,25410000,25460000,25690000,25450000,25540000,26060000
971,i.nakato,Coastpa Barleslands,29,25680000,26640000,26580000,26630000,26870000,26620000,26710000,27260000,25680000,25680000
972,i.nakityo,Dosqaly,21,14050000,14710000,14670000,14590000,14660000,14530000,14720000,14670000,14510000,14580000
973,i.nalubwama,Byasier Pujan,23,18990000,19720000,19820000,19630000,19900000,19830000,19610000,19700000,19650000,19690000
974,i.nalweyiso,Nganion,23,24870000,25830000,25960000,25710000,26060000,25980000,25680000,25800000,25740000,25790000
975,i.namata,Nganion,28,15620000,16200000,16210000,16170000,16200000,16340000,16190000,16250000,16580000,15620000
976,i.namirimu,Thaijagypt,30,25950000,26860000,26910000,27150000,26900000,26990000,27540000,25950000,25950000,25950000
977,i.namugosa,Western Niasland,25,12280000,12700000,12870000,12830000,12680000,12740000,12710000,12730000,12850000,12730000
978,i.namutosi,Dosqaly,18,13170000,13780000,13690000,13540000,13780000,13750000,13680000,13740000,13620000,13800000
979,i.nanangwe,Dosqaly,17,13990000,14500000,14640000,14540000,14390000,14640000,14600000,14530000,14600000,14460000
980,i.nantale,Lefghau,30,15230000,15760000,15790000,15940000,15790000,15840000,16160000,15230000,15230000,15230000
981,i.nartey,Esia,20,16800000,17280000,17580000,17540000,17450000,17530000,17370000,17600000,17550000,17340000
982,i.nassiwa,Esia,18,17890000,18720000,18600000,18400000,18730000,18680000,18580000,18670000,18500000,18740000
983,i.nayak,People's Land of Maneau,24,12860000,13420000,13300000,13470000,13430000,13280000,13340000,13310000,13340000,13460000
984,i.ndoro,Dosqaly,17,5700000,5910000,5960000,5930000,5860000,5970000,5950000,5920000,5950000,5890000
985,i.niemi,Imaar Vircoand,28,21970000,22950000,22790000,22740000,22780000,22990000,22780000,22850000,23320000,21970000
986,i.niwamanya,Nganion,25,13970000,14460000,14640000,14590000,14420000,14490000,14460000,14490000,14620000,14480000
987,i.nugraha,People's Land of Maneau,20,22990000,23640000,24060000,24000000,23880000,23990000,23770000,24090000,24010000,23730000
988,i.nyamande,Republic of Denand Landsa,23,37280000,38720000,38910000,38540000,39060000,38940000,38490000,38680000,38580000,38660000
989,i.ocen,People's Land of Maneau,32,28360000,29670000,29400000,29500000,30100000,28360000,28360000,28360000,28360000,28360000
990,i.okada,Dosqaly,33,29310000,30390000,30490000,31110000,29310000,29310000,29310000,29310000,29310000,29310000
991,i.okiror,Nganion,34,18050000,18890000,19160000,18050000,18050000,18050000,18050000,18050000,18050000,18050000
992,i.oryema,Lefghau,28,21620000,22320000,22430000,22380000,22420000,22620000,22410000,22490000,22950000,21620000
993,i.ozturk,Rosvi,27,24590000,25680000,25390000,25510000,25450000,25500000,25730000,25490000,25580000,26100000
994,i.paswan,Sobianitedrucy,25,15150000,15580000,15870000,15820000,15640000,15720000,15680000,15710000,15850000,15710000
995,i.raut,Rarita,20,5070000,5210000,5310000,5290000,5270000,5290000,5240000,5310000,5300000,5230000
996,i.romano,Iverde,17,15430000,15990000,16140000,16040000,15870000,16150000,16110000,16030000,16100000,15950000
997,i.saha,Rarita,26,8380000,8690000,8750000,8650000,8690000,8670000,8690000,8770000,8690000,8720000
998,i.salminen,Dosqaly,17,10790000,11180000,11290000,11220000,11100000,11290000,11260000,11210000,11260000,11160000
999,i.sano,Dosqaly,18,5240000,5480000,5450000,5390000,5480000,5470000,5440000,5470000,5420000,5490000
1000,i.savage,Nganion,22,20650000,21560000,21450000,21550000,21350000,21640000,21570000,21320000,21420000,21370000
1001,i.shoshan,Rarita,30,7850000,8190000,8140000,8210000,8140000,8170000,8330000,7850000,7850000,7850000
1002,i.sinani,Mico,23,16540000,17180000,17260000,17100000,17330000,17280000,17080000,17160000,17120000,17150000
1003,i.soko,Greri Landmoslands,21,25490000,26450000,26610000,26470000,26600000,26350000,26710000,26620000,26320000,26450000
1004,i.ssentongo,Varijitri Isles,20,10370000,10660000,10850000,10830000,10770000,10820000,10720000,10860000,10830000,10710000
1005,i.stoica,Janmico,33,30780000,31920000,32020000,32670000,30780000,30780000,30780000,30780000,30780000,30780000
1006,i.suleman,Central Badad,20,10560000,10960000,11050000,11020000,10970000,11020000,10920000,11060000,11030000,10900000
1007,i.tabu,Rarita,18,1170000,1170000,1220000,1200000,1220000,1220000,1220000,1220000,1210000,1230000
1008,i.takeuchi,Rarita,19,840000,860000,860000,880000,880000,870000,880000,870000,880000,880000
1009,i.tarigan,Esia,22,21670000,22620000,22510000,22620000,22400000,22700000,22630000,22370000,22480000,22430000
1010,i.tng,Nganion,23,14500000,14970000,15130000,14990000,15190000,15140000,14970000,15040000,15010000,15040000
1011,i.tukahirwa,Dosqaly,27,24600000,25520000,25400000,25520000,25460000,25510000,25740000,25500000,25590000,26110000
1012,i.tukundane,Pierrema,28,34980000,36110000,36290000,36200000,36280000,36600000,36260000,36390000,37130000,34980000
1013,i.vong,Greri Landmoslands,34,20940000,21860000,22230000,20940000,20940000,20940000,20940000,20940000,20940000,20940000
1014,i.wenene,Slandsganiamayotteque,19,15660000,16250000,16100000,16390000,16350000,16270000,16340000,16190000,16410000,16360000
1015,i.winter,Danan Seekeeling,28,26230000,27080000,27210000,27150000,27200000,27450000,27190000,27290000,27840000,26230000
1016,i.zia,Sobianitedrucy,35,26110000,27710000,26110000,26110000,26110000,26110000,26110000,26110000,26110000,26110000
1017,j.abdel,Lefghau,27,8370000,8660000,8640000,8680000,8660000,8680000,8760000,8680000,8710000,8880000
1018,j.adam,Esia,30,36500000,37780000,37850000,38190000,37840000,37970000,38740000,36500000,36500000,36500000
1019,j.agaba,Byasier Pujan,23,23400000,24300000,24420000,24190000,24520000,24440000,24160000,24280000,24220000,24270000
1020,j.akbari,Eastern Sleboube,18,3500000,3660000,3640000,3600000,3660000,3650000,3640000,3650000,3620000,3670000
1021,j.andersen,Central Namemo Laand,25,30880000,31930000,32350000,32250000,31880000,32040000,31960000,32020000,32310000,32010000
1022,j.asiimwe,Nganion,26,14000000,14470000,14620000,14450000,14520000,14490000,14520000,14650000,14510000,14560000
1023,j.atala,Moaithe,27,21760000,22760000,22470000,22580000,22520000,22570000,22770000,22560000,22640000,23100000
1024,j.atuhairwe,Morticre,26,28960000,30080000,30250000,29900000,30050000,29970000,30030000,30300000,30020000,30120000
1025,j.ayebare,Dosqaly,26,17290000,18100000,18060000,17850000,17940000,17890000,17930000,18090000,17920000,17990000
1026,j.bah,Dosqaly,20,18540000,19070000,19410000,19350000,19260000,19350000,19170000,19420000,19360000,19140000
1027,j.bahri,Sobianitedrucy,24,15500000,16220000,16030000,16240000,16190000,16000000,16080000,16040000,16070000,16220000
1028,j.bala,People's Land of Maneau,27,23030000,24050000,23780000,23890000,23840000,23880000,24100000,23880000,23960000,24440000
1029,j.bernard,Republic of Denand Landsa,22,13420000,13940000,13940000,14010000,13870000,14060000,14020000,13850000,13920000,13890000
1030,j.binhashim,Nganion,23,30550000,31590000,31880000,31590000,32010000,31910000,31540000,31700000,31620000,31680000
1031,j.bintihashim,Nganion,19,11860000,12410000,12200000,12410000,12380000,12320000,12380000,12260000,12430000,12390000
1032,j.chan,Nganion,32,17040000,17590000,17670000,17730000,18090000,17040000,17040000,17040000,17040000,17040000
